title,article
Germany seeking EU summit decision on going carbon neutral by 2050-official,"BERLIN, June 19 (Reuters) - Germany is aiming to get European Union leaders to agree to make the bloc carbon neutral by 2050 at this week’s summit, a government official said on Wednesday.  Divisions remain among the bloc’s 28 governments over the long-term net-zero emissions target, with many concerned a steeper pace of reductions could hurt competitiveness and cost jobs in high-employment sectors. (Reporting by Andreas Rinke Writing by Michelle Martin Editing by Thomas Escritt)"
Mass protests have erupted in Poland ,"Thousands of Poles took to the streets in mass demonstrations Thursday, after the president signed into law a new measure tightening the nationalist ruling party’s grip on the Supreme Court. Protesters gathered in front of Warsaw’s presidential palace and in more than 20 other cities and towns, chanting “Free courts” and “Shame.” Some held pens, a dig at President Andrzej Duda's willingness to sign off on the controversial amendment. Police used pepper spray on demonstrators who wrote slogans on the pavement in Warsaw. The new law is the latest in a series of judicial reforms by Poland’s nationalist government, which have sparked concerns over the independence of the judiciary and brought Warsaw into a tense standoff with Brussels. The amendment will effectively allow the nationalist Law and Justice-led government to choose the next Supreme Court chief. The measure follows reforms earlier this month that critics – including the court’s chief justice – labeled a “purge.” The government’s controversial move to lower the retirement age for the court’s judges to 65 from 70 forced about a third of them from the bench, and sparked widespread protests. Critics, including the European Union, said the move would result in the court being stacked with judges subservient to the government.   READ:   Poland’s nationalist government is cracking down on protesters – unless they’re far-right Thousands of Poles took to the streets in mass demonstrations Thursday, after the president signed into law a new measure tightening the nationalist ruling party’s grip on the Supreme Court. Protesters gathered in front of Warsaw’s presidential palace and in more than 20 other cities and towns, chanting “Free courts” and “Shame.” Some held pens, a dig at President Andrzej Duda's willingness to sign off on the controversial amendment. Police used pepper spray on demonstrators who wrote slogans on the pavement in Warsaw. The new law is the latest in a series of judicial reforms by Poland’s nationalist government, which have sparked concerns over the independence of the judiciary and brought Warsaw into a tense standoff with Brussels. The amendment will effectively allow the nationalist Law and Justice-led government to choose the next Supreme Court chief. The measure follows reforms earlier this month that critics – including the court’s chief justice – labeled a “purge.” The government’s controversial move to lower the retirement age for the court’s judges to 65 from 70 forced about a third of them from the bench, and sparked widespread protests. Critics, including the European Union, said the move would result in the court being stacked with judges subservient to the government.   READ:   Poland’s nationalist government is cracking down on protesters – unless they’re far-right Since coming into power in 2015, the Law and Justice party has set about rapidly reshaping Poland in line with its nationalist agenda, promoting traditional conservative values over those of the country’s liberal elite, and working to wrest power from Brussels to restore national control over the country’s affairs. One report by pro-democracy think tank Freedom House said Law and Justice had transformed the Polish landscape “at breakneck speed, and in violation of the country’s own laws.”  Among other changes to Poland’s institutions, Law and Justice has removed dozens of judges from the country’s courts and tribunals. The party, which has long demonized the judiciary, says its overhauls are necessary to make the courts more efficient, and to uproot the legacy of Poland’s Communist past. “Without reforms, we cannot rebuild the Polish state so that it serves its citizens,” said party leader Jaroslaw Kaczynski. The moves have brought Poland into a confrontation with the European Union, which trained the most powerful political weapon in its arsenal on Warsaw in December when it invoked, for the first time in its history, Article 7 of its founding treaty over Poland’s judicial reforms. Under that process, considered the EU’s “nuclear option,” Poland faces being stripped of its voting rights in the EU. But that would require unanimous approval by other member states, and Hungary, governed by another nationalist and euroskeptic party, has vowed to block any such move.   READ:   How Poland’s populist government let far-right extremism explode into the mainstream The EU’s highest court, the European Court of Justice, delivered a fresh indictment on the Polish legal system Wednesday when it ruled that Ireland could refuse to hand over an alleged drug dealer to Poland, if its judiciary determines he would not receive a fair trial there.  Ireland’s High Court had expressed reservations that the case could be compromised by the situation in Poland, and that the ruling will give other EU countries a legal basis to reject Polish extradition requests in the future. Cover image: The ""Chain of Light"" near the Presidential Palace in Warsaw on July 26, 2018. Photo by Maciej Luczniewski/NurPhoto via Getty Images."
"How the Clinton campaign is making #ThatMexicanThing a thing, explained","Sen. Tim Kaine made a point during the vice presidential debate of reminding the American public of that time Donald Trump called Mexican immigrants rapists and drug dealers. “He started his campaign with a speech where he called Mexicans rapists and criminals,” Kaine said, listing Trump’s most controversial campaign statements. “I cannot imagine how Gov. Pence can defend Donald Trump.” At first, Indiana Gov. Mike Pence responded with a laugh and a shrug — a seemingly implicit defense of Trump implying Kaine’s attack was unfounded (despite the fact that Trump really has said these things). But Pence’s initial lack of response didn’t stop Kaine. He used the same line four times Tuesday night. And by the fourth time, Pence had had enough. “Senator, you whipped out that Mexican thing again,” Pence retorted. “There are criminal aliens who have come into this country illegally, who are perpetrating violence. He also said, ‘and many of them are good people.’ Sen. Kaine, you keep leaving them out of your quote.” “That Mexican thing” was an unusually inarticulate moment for Pence that night, and Twitter noticed. Soon the hashtag #ThatMexicanThing was trending on Twitter. Figuring out what to do for lunch. Might do #thatMexicanthing on the corner. As Univision’s Jorge Ramos pointed out, it is an even more unfortunate turn of phrase for the vice president of a candidate that has had an extremely difficult time energizing the Latino vote: First Trump calls Mexicans ""rapists"". Now Pence says #ThatMexicanThing Question: Is that a creative strategy to win the Latino vote? Hillary Clinton supporters used it to express “things” Mexican immigrants actually do — work hard, play by the rules, pay taxes, participate in civic life as Americans, and so on. #ThatMexicanThing where undocumented immigrants pay more taxes than @realDonaldTrump does. #VPDebate #thatmexicanthing is my mom who immigrated to this country, pays her taxes and put two kids through college while managing a business ❤️ Look at me, I'm #ThatMexicanThing that has served in the military and graduated college. #NeverTrumpPence As Republican strategist Ana Navarro notes, Pence’s offhand remark has become a rallying cry for Mexican Americans to highlight their life experiences in the United States, in the face of Trump and Pence’s immigration-skeptical policy proposals. Latino Twitter abuzz. #ThatMexicanThing now a hashtag Mexican-Americans using to share stories on American dream/work ethic/sacrifices made. https://t.co/HgrfWJrpD9 The Clinton campaign also seized on it quickly: www.thatMexicanthing.com now redirects to Hillary Clinton’s campaign website, and Clinton’s campaign is doing its darnedest to make the hashtag #ThatMexicanThing the takeaway from Tuesday’s debate. It’s an illustration of just how savvy campaigns can be in the face of a losing performance, but it is also a reflection of what Kaine was trying do all night: sink Pence down to Trump’s level. If the Clinton campaign succeeds in elevating this debate moment, Kaine’s otherwise damaging interruptions will not have been enacted in vain. Kaine’s strategy was to make Pence defend Trump. It didn’t play out like he hoped, unless this works. Kaine’s finest moments in the debate were when he listed Trump’s most reprehensible campaign moments — but a lot of them were undermined by his overeagerness to jump into the role of attack dog. He interrupted Pence often, interjecting with Trump’s past transgressions. It gave Republicans fodder for a simple post-debate attack video, creating a supercut of all the times Kaine jumped in on Pence’s time. This allowed Republicans to create space for the argument that there’s nothing sexist about the way Trump interrupted Clinton last week at the first debate since her running mate used the same tactic. But Pence’s inarticulate moment also highlighted the fact that he had no intention of defending Trump. One of the few times he tried to became a memeable moment, which the Clinton campaign has been quick to co-opt. Pence’s retort didn’t age well overnight, as media outlets begin to pick up on it on Wednesday and the Clinton campaign continues to push it as Tuesday’s takeaway. Ultimately, Pence’s remark may not matter in the grand scheme of the election, as vice presidential debates so often don’t, but it undermines a real opportunity for the Trump campaign — a potentially positive news cycle for the first time in more than a week."
Virgin Atlantic uniform: flight attendants no longer have to wear makeup,"Virgin Atlantic is no longer requiring women flight attendants to wear makeup — and, for the first time, they’ll be offered pants as part of their default uniform. In the past, the airline’s standards for women who worked on board were fairly stringent: The airline reportedly has a style guide for flight attendants that includes instructions on what types of makeup they are and aren’t allowed to wear, and women were only provided trousers for their uniforms upon request. The airline is framing the move as a push toward gender equality in a line of work that remains heavily divided along gender lines: Most pilots are still men and most flight attendants are still women. “Not only do the new guidelines offer an increased level of comfort, they also provide our team with more choice on how they want to express themselves at work,” Virgin Atlantic executive VP Mark Anderson told CNN in a statement. “Our world-famous red uniform is something all of us at Virgin Atlantic are incredibly proud of. As an airline, we have always stood out from the crowd and done things differently to the rest of the industry. We want our uniform to truly reflect who we are as individuals while maintaining that famous Virgin Atlantic style.” While the new guidelines allow crew members to opt out of wearing makeup, those who choose to do so will still have to adhere to Virgin’s style guide. The new guidelines also underscore how strictly flight attendants’ appearances are enforced to this day — and the extent to which the aviation industry continues to play into outdated gender stereotypes. It’s worth noting that although flight attendants in general are expected to adhere to rigid gender norms, there is a rich history of queer flight attendants — last year, Virgin offered its first-ever Pride flight to New York City, which was entirely staffed by LGBT employees — but the industry continues to uphold rigid gender norms. As gender sociologist Lisa Wade has noted, the first flight attendants were men, and early airlines often had bans on hiring women. But the profession quickly became dominated by women, who were expected to play the role of cheerful domestic worker and sexpot to appeal to largely male travelers. A post shared by Virgin Atlantic (@virginatlantic) on Oct 30, 2018 at 11:36am PDT Even today, the overwhelming majority of flight attendants are women, and most airlines, especially those that provide luxury services, still require their cabin crews to adhere to strict dress codes. In a 2018 interview with Town and Country, an Emirates flight attendant revealed that the airline has rules for what colors of nail polish employees are allowed to wear, as well as guidelines for lipstick — which is required — eye makeup, jewelry, and hair styles. Cosmopolitan compiled a list of different airlines’ requirements, which range from standard things like customer service to more outlandish rules like how much flight attendants can weigh, what range their body mass index should fall into, and how long their nails should be. American Airlines reportedly requires cabin crew members to “cut or otherwise remove” “noticeable hair in nostrils and/in on ears or underarms.” JetBlue employees are allowed to put their hair in ponytails, but they “should be no higher than the tops of the ears and no longer than the tops of the shoulders.” The list goes on and on. Virgin’s relaxed rules could be a sign of broader change. The airline called the move a “significant change for the aviation industry,” something that would normally sound like brand-speak, but in this case seems to be true."
"IEA concerned about Middle East tensions, stands ready to act","DUBLIN (Reuters) - The International Energy Agency (IEA) is very concerned about the impact that tensions in the Middle East may have on global energy security and will act if there is any physical disruption to supplies, its executive director said on Monday.  Oil prices rose on Monday, extending large gains last week that were prompted by tensions between the United States and Iran, although concerns about the possibility of weakening demand kept a lid on gains.  Strong growth in the price of U.S. shale oil has also contained stronger increases, the IEA’s Fatih Birol added on Monday.  “We are monitoring the situation very closely and are very worried. In case of physical disruption, we are ready to act in an appropriate way,” Birol told a news conference at the IEA’s annual energy efficiency conference in Dublin.  Last week, benchmark Brent crude climbed 5% and U.S. crude < CLc1> surged 10% after Iran shot down a U.S. drone on Thursday in the Gulf, adding to strains stoked by attacks on oil tankers in the area in May and June that Washington has blamed on Iran.  Iran denies any role in the tanker attacks.  Birol said earlier this month that the attacks on two tankers in the Gulf of Oman, which stoked concern of reduced flows of crude on one of the world’s key shipping routes, threatened global energy security.   However on Monday he cited the strength of U.S. shale oil prices for supporting the market, similar to the buffer it provided through U.S. sanctions imposed on oil exporters Iran and Venezuela.  “This would definitely have bad implications for the global economy but despite those attacks, we have not seen a major impact on the prices and the main reason is United States shale oil prices are growing so strongly that there is a lot of oil in the markets now,” he said.   “It provides a ceiling on the price hikes which is very good news for consumers around the world.”  Reporting by Padraic Halpin, editing by Louise Heavens"
NYPD Honcho Insulted by 'Hamilton' Star Lin-Manuel Miranda Celebrating Obama's Controversial Prisoner Release,"Lin-Manuel Miranda's vowing to return to ""Hamilton"" in honor of President Obama commuting the sentence of Oscar Lopez Rivera -- who was convicted for conspiracy against the U.S. government -- and some cops are outraged. Miranda said he'd be honored to play Alexander Hamilton if Rivera goes to see the play in Chicago after his release in May. Rivera has been serving a 70 year sentence since the '80s for involvement in the FALN -- a Puerto Rican liberation organization that conducted fatal bombings in NYC and an attack on NYPD headquarters. The argument for Rivera's release has been that he was never convicted of killing anyone, and only for seditious conspiracy, but a high-ranking member of NYPD tells TMZ, ""It's a slap in the face of every hard working NYPD officer that the President would commute the sentence of a terrorist, and for [Miranda] to honor a terrorist is appalling."" Miranda, who quit ""Hamilton"" last summer, is of Puerto Rican descent and tweeted Obama to thank him for shortening Rivera's sentence before leaving the White House."
How one woman used fashion to reclaim her Muslim American identity,"Startup co-founder, fashionista, skateboarder, NASA technical engineer, and mipster. Layla Shaikley doesn’t just embody the new term, which means “Muslim hipster” — she helped coin it. “The mainstream view is so misrepresentative of so many young Muslim Americans,” she says. “They were generally represented in one way, instead of an amalgamation of many identities.” To young Muslim Americans like her who grew up without role models in the media, Shaikley says, “Nothing represents you right now, which is why you have to take control of our narrative and make something that represents you.” So Shaikley got some friends together and filmed a video. “Somewhere in America #MIPSTERZ” shows her skating alongside her friends in the streets of New York City. Dressed in their mipster best, they vogue for the camera, ride motorcycles, and lounge on fire escape stairwells. US Olympiad Ibtihaj Muhammad pulls off her fencing mask, revealing her hijab underneath. In the background, Jay Z’s “Somewhere in America” plays. Two years — and one viral rise in popularity — later, Shaikley is at the forefront of a mipster cultural movement she helped create. In the latest installment of Vox’s The Secret Life of Muslims, Layla Shaikley opens up about the surprising new places #MIPSTERZ life has taken her."
Catholic leaders in Texas name around 300 priests accused of abuse,"(Reuters) - Roman Catholic leaders in Texas on Thursday identified around 300 priests and others accused of sexually abusing children.  It was one of the largest groups of names disclosed by the church as it faces U.S. state and federal investigations into its handling of decades of allegations of sexual misconduct by priests.   The names were posted online by the state’s 15 Catholic dioceses and follow an August grand jury report in Pennsylvania detailing seven decades of abuse of thousands of children by more than 300 priests.   “The Bishops of Texas have decided to release the names of these priests at this time because it is right and just and to offer healing and hope to those who have suffered,” said Cardinal Daniel DiNardo of the Galveston-Houston diocese, who is also president of the U.S. Conference of Catholic Bishops.  In the months after the Pennsylvania report, dozens of other dioceses around the United States have released the names of hundreds of priests and others accused of abuse. Some states have opened their own investigations into the church.   Texas’ Catholic dioceses have been in the spotlight since November when authorities searched the offices of the archdiocese of Galveston-Houston looking for documents related to a priest charged in September with sex crimes.  About 30 percent of Texas’ population, or 8.5 million people, identify as Catholics, one of the highest rates for any U.S. state, according to the USCCB.  Some of the 15 Texas dioceses listed priests accused of abuse going back as far as the 1940s. Others like Laredo only went back to 2000, when it was created, and listed no names.   It was not clear whether the release of names would result in prosecutors bringing charges. The majority of the priests identified in Texas have died, as is the case in most dioceses around the country.  Reporting by Andrew Hay in New Mexico; editing by Darren Schuettler"
U.S. lawmakers ask for disclosure of number of Americans under surveillance,"WASHINGTON (Reuters) - A U.S. congressional committee on Friday asked the Trump administration to disclose an estimate of the number of Americans whose digital communications are incidentally collected under foreign surveillance programs, according to a letter seen by Reuters.  Such an estimate is “crucial as we contemplate reauthorization,” of parts of the Foreign Intelligence Surveillance Act that are due to expire at the end of the year, House Judiciary Committee Chairman Bob Goodlatte, a Republican, and John Conyers, the panel’s top Democrat, wrote in a letter addressed to Director of National Intelligence Dan Coats.  The request comes as some Republican lawmakers, many of whom have stridently defended U.S. surveillance programs in the past, express sudden interest in considering additional privacy safeguards to how U.S. spy agencies collect and share intelligence that contains information about Americans.  That interest has been sparked by evolving, unsubstantiated assertions that the Obama White House used surveillance powers to improperly spy on the incoming Trump administration.  Privacy advocates have for years demanded that the U.S. government share an estimate of how many Americans are ensnared by programs authorized under a certain part of FISA, known as Section 702, that allows for the collection of vast quantities of internet communications from foreigners believed to be living overseas.   Some experts and lawmakers have said they believe data on  millions of Americans could be caught under such surveillance, exposing them to warrantless searches by federal investigators.  “It is clear that Section 702 surveillance programs can and do collect information about U.S. persons, on subjects unrelated to counter-terrorism,” wrote Goodlatte and Conyers, who requested a response by April 24. “It is imperative that we understand the size of this impact on U.S. persons as our committee proceeds with the debate on reauthorization.”  In a separate letter sent last December to the outgoing Obama administration, members of the House Judiciary Committee said they were given assurances by officials that an estimate would be provided, likely by January of this year.  Richard Ledgett, the deputy director of the National Security Agency, said “yes” when asked by a Reuters reporter last month whether an estimate would be provided before year end. He also said about 20 “vignettes” would be publicly released that show the important national security value of Section 702, which officials have described as among the most important intelligence tools at their disposal.  Section 702 will expire on Dec. 31, 2017, absent congressional action.   Reporting by Dustin Volz; Editing by Steve Orlofsky"
Tony Gonzalez: I Showed My Butt Like Gronk ... For A Good Cause,Gronk isn't the only future Hall of Fame tight end to bare his buns to the world ... 'cause NFL legend Tony Gonzalez says he publicly stripped down too ... but for a good cause. Gonzalez was out at Bristol Farms when we asked for his thoughts on Gronk's nude shoot in GQ ... and if he'd ever strip down and show off the goods himself. Check out the clip -- Tony lets us know he beat Gronk to the punch ... saying him and the lovely wife took it all off for PETA way before Gronk actually showed Hailey Clauson his scoring machine. Take a look below ... Tony in all his glory.
"U.S. Relay Team Successfully Appeals DQ After Dropped Baton, Will Race Alone Tonight for Spot in Final","Ryan Lochte hijinks aside, the weirdest thing to happen lately in the actual Olympics competition happened on the track in Rio. Now it's going to lead to a special made-for-TV run-off tonight. The U.S. women's 4x100 meter relay was disqualified from the semifinal heat this morning after Allyson Felix dropped the baton during a handoff with English Gardner after running the second leg. It looked like another embarrassing outcome for the U.S. relay team. The women's 4x100 team dropped the baton in 2004 and 2008, while the men's team did it in 2008 and 2012. But the U.S. team filed a protest, saying that a Brazilian runner had crowded into the US lane and bumped Felix, causing her to drop the baton. And guess what? It actually worked! Now the U.S. will run again Thursday night at 7 p.m. Eastern time to try to make the finals. They just have to beat the eighth place time—42.70 seconds by China. But it's also going to be weird. The U.S. will run alone around the track. Just them and an entire stadium watching. ""I think I got propelled at about 20 miles an hour,"" Felix said. ""When a foreign object comes in front of you, it's going to mess up the momentum and the handover."" Just one more wrinkle though: It could get even weirder and tense. If the U.S. does beat the threshold to qualify for the finals, then China and Canada will have to race again to decide who the eighth place team is. So, basically: Tune in, tonight is going to be a lot of fun. Update: China has appealed the reinstatement of the U.S. team, so this really going to be a lot of fun."
RPT-Aging Enbridge oil pipelines face setbacks over fears of Great Lakes spills,"WINNIPEG, Manitoba/CALGARY, Alberta, June 9 (Reuters) - F ears about oil spills into the Great Lakes from two aging U.S. pipelines have flared, raising doubts about their future and creating fresh headaches for operator Enbridge Inc and the Canadian energy sector.  Canada has faced years of delay in getting new oil pipelines built because of environmental opposition, resulting in severe congestion in Alberta, the country’s main crude-producing province, that forced the provincial government to impose production cuts this year. Pipelines face increasing scrutiny from environmental groups worried about leaks, and U.S. Great Lakes states are taking a hard look at the risks.  The Minnesota Court of Appeals ruled on June 3 that the environmental impact statement for Enbridge’s Line 3 failed to properly address the spill risk in Lake Superior, imposing a fresh challenge to the company’s construction schedule. Also last week, Michigan Governor Gretchen Whitmer repeated a threat to shut down Line 5 unless Enbridge accelerated its timeline to replace it.  “That is a real-time problem because (Line 3) was the most imminent chance for Canadian production to see some pressure release on the system,” said Rafi Tahmazian, senior portfolio manager at Canoe Financial, which owns shares of Canadian Natural Resources and other oil producers. “It’s disappointing and concerning.”  Enbridge shares dropped 5 percent in Toronto last week, hovering near a three-month low.  Line 3 carries oil from Alberta to U.S. refineries in Minnesota and Wisconsin. Line 5 takes oil from Wisconsin to refineries in Sarnia, Ontario, passing through the Straits of Mackinac channel connecting Lake Michigan and Lake Huron. Both were built in the 1960s.  In a statement on Friday, Enbridge said it was still analyzing the court’s decision on Line 3.  Without a valid environment statement, Enbridge’s certificate of need and route permit, which it received from the Minnesota Public Utilities Commission (PUC) a year ago over boisterous opposition, are void.  Minnesota’s Department of Commerce and Enbridge must now re-draft the statement to the PUC’s satisfaction, a process likely to take at least six months, said Alexandra Klass, a University of Minnesota law professor.  Enbridge has previously said it expects to have the remaining Minnesota permits for Line 3 by November and will put it into service in the second half of 2020. It has not said how the appeal court’s ruling may now affect that plan.  “As of now they do not have any valid state permits,” Klass said. “I don’t know their construction schedule, but it does seem ambitious.”  PUC officials declined to comment.  With no valid environment statement, Minnesota’s natural resources department and pollution control agency cannot issue the required state permits either, said Scott Strand, lawyer for the Friends of the Headwaters environmental group.  “It doesn’t seem likely that the calendar can just stay in place,” he said.  The Minnesota Pollution Control Agency must issue Line 3’s water quality certification by Oct. 30 or Enbridge would need to re-apply, re-starting a year-long process, said spokesman Darin Broton.  Minnesota’s Department of Natural Resources said in a statement that it was determining its next steps.  In Michigan, Enbridge said it is taking legal action regarding Line 5 to enforce agreements with a previous Michigan administration that allowed it to build a tunnel under the Straits to replace an underwater section of pipe. The governor has said she fears anchors from boats could rupture the existing pipe.  Whitmer’s insistence on shutting down Line 5 in two years, ahead of the 2024 completion date for the tunnel, led to Enbridge’s legal action, the company said.  Whitmer wrote to Enbridge CEO Al Monaco on Monday saying that she wants a firm date to shut down the underwater portion of the pipeline, and that the state could otherwise shut down Line 5. She did not comment further on Friday. (Reporting by Rod Nickel in Winnipeg, Manitoba, and Nia Williams in Calgary, Alberta Editing by Leslie Adler)"
WPP in exclusive talks to sell Kantar stake to Bain Capital,"(Reuters) - WPP (WPP.L) is in exclusive talks to sell a majority stake in its data analytics unit Kantar to private equity firm Bain Capital, it said on Monday, in a $4 billion deal aimed at steering the world’s biggest advertising company back to growth.   The news puts an end to months of speculation around the heavily-contested auction which drew interest from a broad spectrum of buyout firms that are flush with cash to invest.   WPP had shortlisted a series of U.S. buyout funds to submit binding bids for a majority stake in Kantar including Apollo and Platinum, Reuters reported in May.  The auction, led by Goldman Sachs and part of the company’s efforts to raise cash, kicked off last year and also drew interest from European private equity houses CVC Capital Partners and Permira.  In a statement on Monday, WPP said Kantar was valued at $4 billion including debt. Bain’s proposal was subject to negotiation and it was not certain the talks would result in a deal, the company said.  Shares of WPP closed up 2.2% at 1,012 pence on Monday after media reports reported earlier in the day that Bain emerged as the leading bidder.  Bain’s interest in Kantar is the latest private equity deal to emerge in recent weeks. Blackstone and Lego’s founding family on Friday took Merlin Entertainments (MERL.L) private in a $7.5 billion deal, in one of the biggest private equity deals in Europe in recent years.  Nestle (NESN.S) also said in May it was in exclusive talks to sell its skin health business to a consortium led by EQT Partners for 10.2 billion Swiss francs ($10.33 billion).  Kantar’s underlying sales fell 2% last year to 2.6 billion pounds with operating profit down 14% to 301 million pounds.  The business generates about 15% of WPP’s overall sales and provides brand and marketing communications research for some of the world’s largest advertisers.   It has traditionally weighed on WPP’s overall organic growth rates - a key measurement for the industry.  Analysts say Kantar risks losing market share to more tech-savvy peers, while its business model is challenged by consumer goods companies developing their own data teams, rather than relying on surveys undertaken by external firms.  First-quarter results in April showed the British company has been particularly hard hit in the United States, where a weak competitive performance in recent years has been compounded by the loss of work from Ford and others in 2018.  WPP, the owner of agencies including JWT and Ogilvy, is in the middle of an overhaul following several profit warnings in 2017 and 2018 and turmoil linked to founder Martin Sorrell’s abrupt departure over a complaint of misconduct, which he denied.  With technology transforming the way advertising is made, placed and sold, clients want WPP to better integrate its agencies so it can produce faster offerings across multiple platforms, at a cheaper cost.  WPP’s Mark Read, who took the helm of the 12-billion pound advertising giant last year, has pledged to spend 300 million pounds restructuring the group to bring it back in line with peers by the end of 2021.  Read, a soft-spoken executive who worked alongside Sorrell for decades, set out a plan in December to hire more creative staff, including around 1,000 new jobs to improve its senior leadership in its New York agencies, in a bid to return the company to growth.  ($1 = 0.9876 Swiss francs)  Reporting by Justin George Varghese in Bengaluru; Editing by Deepa Babington"
Trump keeping options open as Republican feud rages,"WASHINGTON (Reuters) - Like the deal-maker he says he is, U.S. President Donald Trump appears to be keeping his options open as his Republican Party threatens to erupt into full-scale war.   On Monday, almost immediately after saying he empathized with the effort by his former strategist Steve Bannon to back challenges against Republican senators in next year’s congressional elections, Trump stood with Senate Majority Leader Mitch McConnell, pledging party unity and saying they were “fighting for the same thing.”  For months, McConnell had been the object of Trump’s wrath for the failure of the Republican-led Congress to repeal and replace the Affordable Care Act, known as Obamacare - a longtime Republican goal and a key promise of Trump’s 2016 campaign.  In the White House Rose Garden, Trump played down any conflict, saying the two were “closer than ever before.”  But Trump would not disavow Bannon’s pledge to take down Republicans who are not fully behind Trump’s agenda and to drive McConnell from the Senate’s leadership.  Bannon, who helped mastermind Trump’s election campaign but left the White House in August, appeared at a gathering of conservative activists on Saturday and declared: “Right now, it’s a season of war against a GOP establishment.”  In comments directed at McConnell, Bannon told the gathering: “Up on Capitol Hill, it’s like the Ides of March. They’re just looking to find out who is going to be Brutus to your Julius Caesar.”  Brutus, once an ally of Caesar, was among the assassins of the Roman leader on the Ides of March in 44 B.C.  Working with well-funded outside political groups, Bannon is encouraging anti-establishment candidates to challenge Republican incumbents in the party’s nominating races for the 2018 elections in which all the seats in the House of Representatives and a third of the Senate are up for election.  Republican leaders, such as McConnell, worry that the anti-establishment candidates might be less palatable to general election voters and cause Republicans to lose their majority in the Senate and possibly also the House.  Asked about Bannon before a meeting of his Cabinet on Monday, Trump said he could “understand where Steve Bannon’s coming from” and took a jab at the Republican-led Congress in the process.   “We’re not getting the job done,” Trump said. “And I’m not going to blame myself, I’ll be honest. They are not getting the job done.”  At the later news conference with McConnell, Trump said, however, he may try to persuade Bannon not to back primary challengers in several upcoming congressional races.  “Steve is doing what Steve thinks is the right thing,” Trump said. “Some of the people that he may be looking at (challenging), I’m going to see if we talk him out of that, because frankly, they’re great people.”  Still, when McConnell went further, criticizing Bannon for favoring fringe candidates who cannot “appeal to a broader electorate,” Trump was noticeably silent.  Trump is still stinging from his decision to support the Republican incumbent in the recent Alabama Senate primary, Luther Strange, at McConnell’s behest. Strange was beaten handily by arch-conservative Roy Moore, the challenger backed by Bannon.   While it has been unusual for a president to support a primary challenger in his own party, Trump has signaled he may be willing to do so in states such as Arizona, where Senator Jeff Flake, up for re-election next year, has been critical of the White House.  Additional reporting by Doina Chiacu; Editing by Caren Bohan and Peter Cooney"
